62,"14,15,16,17",Painting Workshop,Bilbo Baggins,
62,"18,19,20,21",Modelling Workshop,Hobbit Holes,
62,,,,Bilbo
Issue Number,Page No's,Magazine Section,Article Title,Figure(s)
63,1,Guide to Middle-earth,Gollum and the Ring,
63,"2,3",Playing the Game,Gollum,
63,"4,5,6,7,8,9,10,11",Battle Game,The Path to Mordor,
63,"12,13,14,15",Painting Workshop,Strider,
63,"16,17,18,19,20,21",Modelling Workshop,The Village of Bree,
63,,,,Gollum
Issue Number,Page No's,Magazine Section,Article Title,Figure(s)
64,1,Guide to Middle-earth,Eomer and Eowyn,
64,"2,3,4,5,6,7",Playing the Game,Tournaments,
64,"8,9,10,11,12,13",Battle Game,Escape from Edoras,
64,"14,15,16,17",Painting Workshop,Eomer of Rohan,
64,"18,19,20,21",Modelling Workshop,Rohan Royal Stable,
64,,,,Eomer
Issue Number,Page No's,Magazine Section,Article Title,Figure(s)
65,1,Guide to Middle-earth,Theodred,
65,"2,3,4,5,6,7",Playing the Game,Battlefield Effects,
65,"8,9,10,11,12,13",Battle Game,The Fords of Isen,
65,"14,15,16,17",Painting Workshop,Theodred,
65,"18,19,20,21",Modelling Workshop,Winter Terrain,
65,,,,Theodred
Issue Number,Page No's,Magazine Section,Article Title,Figure(s)
66,1,Guide to Middle-earth,Charge of the Rohirrim,
66,"2,3,4,5,6,7",Playing the Game,Map Campaigns,
66,"8,9",Battle Game,Battle for Middle Earth,
66,"10,11",Battle Game,The March to War (Turns 1-3),
66,"12,13",Battle Game,Mighty Empires (Turns 4-5),
66,"14,15",Battle Game,Fate of the World (Turns 6-8),
66,"16,17",Painting Workshop,Rohan Conversions,
66,"18,19,20,21",Modelling Workshop,Destroyed Cottages,
66,,,,6 Riders of Rohan
Issue Number,Page No's,Magazine Section,Article Title,Figure(s)
67,1,Guide to Middle-earth,The Wild Men,
67,"2,3,4,5,6,7",Playing the Game,The Two Towers,
67,"8,9",Battle Game,Battle for Middle Earth (Turns 9-12),
67,"10,11",Battle Game,Fires of War (Turns 13-15),
67,"12,13",Battle Game,Battle for Middle Earth - Conclusions,
67,"14,15",Painting Workshop,Horse of Middle Earth,
67,"16,17,18,19,20,21",Modelling Workshop,Dunland Hovels,
67,,,,6 Horses
Issue Number,Page No's,Magazine Section,Article Title,Figure(s)
68,1,Guide to Middle-earth,Creatures of Evil,
68,"2,3,4,5,6,7",Playing the Game,The War of Rohan,
68,"8,9,10,11",Battle Game,Warg Hunt,
68,"12,13,14,15",Painting Workshop,Wargs,
68,"16,17,18,19,20,21",Modelling Workshop,Realistic Landscapes,
68,,,,6 Wargs
Issue Number,Page No's,Magazine Section,Article Title,Figure(s)
69,1,Guide to Middle-earth,The Evil of Saruman,
69,"2,3,4,5,6,7,8,9",Playing the Game,The Fate of Rohan,
69,"10,11,12,13,14,15",Battle Game,Baggage Train Raid,
69,"16,17",Painting Workshop,Warg Riders,
69,"18,19,20,21",Modelling Workshop,Baggage Train,
69,,,,6 Warg Riders
Issue Number,Page No's,Magazine Section,Article Title,Figure(s)
70,1,Guide to Middle-earth,Soldiers of Sauron,
70,"2,3,4,5,6,7",Playing the Game,Warrios of Evil,
70,"8,9,10,11,12,13,14,15",Battle Game,Siege of Minas Tirith,
70,"16,17,18,19",Painting Workshop,Haradrim,
70,"20,21",Modelling Workshop,The Pelennor Fields,
70,,,,12 Haradrim Warriors
